date,evening_peak_demand_nr_mw,evening_peak_demand_wr_mw,evening_peak_demand_sr_mw,evening_peak_demand_er_mw,evening_peak_demand_ner_mw,evening_peak_demand_total_mw,peak_shortage_nr_mw,peak_shortage_wr_mw,peak_shortage_sr_mw,peak_shortage_er_mw,peak_shortage_ner_mw,peak_shortage_total_mw,energy_met_nr_mu,energy_met_wr_mu,energy_met_sr_mu,energy_met_er_mu,energy_met_ner_mu,energy_met_total_mu,hydro_gen_nr_mu,hydro_gen_wr_mu,hydro_gen_sr_mu,hydro_gen_er_mu,hydro_gen_ner_mu,hydro_gen_total_mu,wind_gen_nr_mu,wind_gen_wr_mu,wind_gen_sr_mu,wind_gen_er_mu,wind_gen_ner_mu,wind_gen_total_mu,solar_gen_nr_mu,solar_gen_wr_mu,solar_gen_sr_mu,solar_gen_er_mu,solar_gen_ner_mu,solar_gen_total_mu,energy_shortage_nr_mu,energy_shortage_wr_mu,energy_shortage_sr_mu,energy_shortage_er_mu,energy_shortage_ner_mu,energy_shortage_total_mu,freq_fvi,freq_pct_below_497,freq_pct_497_498,freq_pct_498_499,freq_pct_below_499,freq_pct_499_5005,freq_pct_above_5005,gen_coal_mu,gen_lignite_mu,gen_hydro_mu,gen_nuclear_mu,gen_gas_mu,gen_res_mu,gen_total_mu,share_res_pct,share_nonfossil_pct,outage_central_nr_mw,outage_central_wr_mw,outage_central_sr_mw,outage_central_er_mw,outage_central_ner_mw,outage_central_total_mw,outage_state_nr_mw,outage_state_wr_mw,outage_state_sr_mw,outage_state_er_mw,outage_state_ner_mw,outage_state_total_mw,outage_total_nr_mw,outage_total_wr_mw,outage_total_sr_mw,outage_total_er_mw,outage_total_ner_mw,outage_total_total_mw,ie_schedule_nr_mu,ie_schedule_wr_mu,ie_schedule_sr_mu,ie_schedule_er_mu,ie_schedule_ner_mu,ie_schedule_total_mu,ie_actual_nr_mu,ie_actual_wr_mu,ie_actual_sr_mu,ie_actual_er_mu,ie_actual_ner_mu,ie_actual_total_mu,ie_odud_nr_mu,ie_odud_wr_mu,ie_odud_sr_mu,ie_odud_er_mu,ie_odud_ner_mu,ie_odud_total_mu,trans_bhutan_mu,trans_nepal_mu,trans_bangladesh_mu,diversity_regional,diversity_state,max_demand_met_nr_mw,max_demand_met_wr_mw,max_demand_met_sr_mw,max_demand_met_er_mw,max_demand_met_ner_mw,max_demand_met_total_mw,trans_godda_bangladesh_mu,solar_hr_peak_mw,solar_hr_shortage_mw,nonsolar_hr_peak_mw,nonsolar_hr_shortage_mw,xb_export_bhutan_mu,xb_export_nepal_mu,xb_export_bangladesh_mu,xb_export_myanmar_mu,xb_import_bhutan_mu,xb_import_nepal_mu,xb_import_bangladesh_mu,xb_import_myanmar_mu,xb_net_bhutan_mu,xb_net_nepal_mu,xb_net_bangladesh_mu,xb_net_myanmar_mu
01-01-2019,45737,45720,38540,17423,2314,149734,609,0,0,167,11,787,959,1073,878,346,42,3298,117,33,62,22,7,241,11,23,50,,,83,21.5,19.78,73.77,1.19,0.02,116,13.8,0.3,0,0.5,0.2,14.9,0.059,0.06,2.65,7.27,9.98,71.71,18.31,2581,90,241,75,122,266,3376,7.89,17.26,4624,16846,7462,1370,356,30658,9335,13504,9710,4815,50,37414,13959,30350,17172,6185,406,68071,155,-195.9,109.3,-73.1,4.4,-0.3,156.8,-199.5,102.9,-65.4,4.4,-0.7,1.9,-3.6,-6.4,7.7,0,-0.4,1.4,-6.8,-14.4,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2019,45781,47429,41507,17744,2427,154888,704,0,0,250,30,984,945,1092,896,345,42,3320,112,32,65,31,8,247,7,19,55,,,81,19.55,20.09,74.82,0.84,0.04,115,16.7,0,0,0.8,0.3,17.8,0.05,0,0.21,15.63,15.83,78.46,5.71,2611,94,247,76,124,261,3413,7.66,17.12,5514,16006,7002,1895,356,30773,8835,13909,10110,3925,50,36829,14349,29915,17112,5820,406,67601,155.3,-198.9,118.4,-79.2,4.1,-0.3,158.3,-204.1,113.5,-72.2,3.8,-0.7,3,-5.2,-4.9,7.1,-0.3,-0.4,0.9,-6.8,-14.4,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2019,45758,47824,41563,16750,2432,154327,1203,0,33,0,29,1265,953,1115,906,356,40,3370,115,32,76,30,9,261,12,22,45,,,79,19.47,20.77,74.22,0.85,0.04,115,15.3,0.6,0,0,0.3,16.2,0.087,0.5,4.09,17.79,22.37,62.3,15.32,2642,99,261,85,116,258,3461,7.46,17.46,5514,15046,7002,1895,381,29838,10510,13909,10200,4845,50,39514,16024,28955,17202,6740,431,69351,167.1,-196.4,98.3,-74,5,0,169.5,-199.1,92,-68.5,3.5,-2.6,2.4,-2.7,-6.2,5.5,-1.5,-2.6,1.7,-7.1,-14.5,,,,,,,,,,,,,,,,,,,,,,,,,
04-01-2019,46268,47440,41363,17169,2439,154679,1371,0,0,342,35,1748,966,1118,921,359,42,3407,110,29,71,25,8,242,9,17,64,,,90,12.46,18.91,75.84,0.64,0.04,108,19.8,0.1,0,1,0.2,21.1,0.085,0.63,3.65,17.96,22.23,65.72,12.05,2663,96,242,87,130,267,3484,7.65,17.1,6014,15406,6802,2090,356,30668,10050,12999,9730,4635,50,37464,16064,28405,16532,6725,406,68131,179.5,-214.3,98,-67.3,3.8,-0.2,187,-215.4,89.2,-66,4,-1.1,7.5,-1.1,-8.8,1.3,0.2,-0.9,1.6,-6.9,-11.7,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-2019,45471,47876,40840,18197,2407,154791,961,0,0,120,35,1116,941,1120,909,358,44,3371,107,30,73,21,8,238,12,21,50,,,83,16.78,19.48,72.99,0.82,0.05,110,11.2,0.4,0,0.4,0.2,12.1,0.049,0,0.94,6.11,7.05,68.45,24.5,2646,97,238,87,123,262,3454,7.59,17.02,4673,16531,7302,1895,406,30807,9550,13342,9730,4675,50,37347,14223,29873,17032,6570,456,68153,182.4,-195.8,77.1,-66.9,3.3,0,183.7,-206.3,75.1,-61,5.3,-3.3,1.3,-10.5,-2.1,5.9,2.1,-3.3,0.9,-6.8,-12.1,,,,,,,,,,,,,,,,,,,,,,,,,
06-01-2019,43666,45357,37943,17583,2338,146887,568,0,0,108,27,703,903,1090,870,352,41,3256,107,22,67,21,7,224,22,59,45,,,125,16.85,20.2,71.06,0.87,0.05,109,11.7,0.2,0,0.3,0.1,12.3,0.037,0,0,4.42,4.42,67.42,28.16,2513,92,224,87,119,300,3336,9,18.35,3826,17141,7302,1895,638,30802,9550,14094,9570,4675,50,37939,13376,31235,16872,6570,688,68740,150.7,-167.6,74.9,-61.5,3.4,0,150.6,-175.5,72.1,-53.3,4.8,-1.3,-0.1,-7.9,-2.8,8.2,1.4,-1.3,2.3,-6.6,-13.9,,,,,,,,,,,,,,,,,,,,,,,,,
07-01-2019,46311,47989,40766,16733,2392,154191,516,193,0,106,42,857,935,1104,907,351,41,3338,110,22,80,31,8,251,14,66,37,,,117,20.31,20,70.81,0.74,0.05,112,12.6,0.6,0,0.3,0.4,13.9,0.04,0,0.54,6.77,7.31,71.25,21.44,2593,92,251,87,117,300,3440,8.71,18.54,3826,16481,6802,1370,688,29167,9550,12974,10540,4965,50,38079,13376,29455,17342,6335,738,67245,158.1,-186.9,84.6,-63.8,7.8,-0.3,153.8,-189.3,81.6,-57.1,8.5,-2.5,-4.3,-2.4,-3,6.6,0.8,-2.3,1.7,-7,-13.9,,,,,,,,,,,,,,,,,,,,,,,,,
08-01-2019,47177,48795,40517,17963,2357,156809,584,0,0,0,27,611,969,1118,916,349,41,3393,109,24,76,26,8,242,8,38,29,,,75,20.86,20.55,74.14,0.86,0.02,116,9.7,0.9,0,0,0.6,11.2,0.038,0,0.05,6.46,6.5,74.31,19.19,2683,91,242,87,129,261,3493,7.48,16.91,4415,17081,7552,1370,463,30881,8890,13936,9940,5175,50,37991,13305,31017,17492,6545,513,68872,161.1,-197.6,100.6,-71,6.6,-0.3,155.7,-202.3,110.8,-69.3,7.1,2,-5.3,-4.7,10.3,1.6,0.5,2.3,1.7,-7,-14,,,,,,,,,,,,,,,,,,,,,,,,,
09-01-2019,46734,48343,40753,17741,2319,155890,727,0,0,100,95,922,973,1118,911,343,41,3386,110,30,73,28,8,249,5,34,30,,,69,20.45,20,74.37,0.86,0.04,116,14.6,0.1,0,0.3,0.8,15.8,0.043,0,0.57,11.26,11.83,75.79,12.38,2669,96,249,86,130,256,3487,7.33,16.96,3730,17311,8052,1370,206,30669,9390,14106,10400,5175,50,39121,13120,31417,18452,6545,256,69789,148.8,-191.7,115.7,-76.4,3.6,-0.1,152.2,-197.7,112.6,-71.6,3.7,-0.8,3.4,-5.9,-3.1,4.8,0.1,-0.7,1.7,-6.9,-13.8,,,,,,,,,,,,,,,,,,,,,,,,,
10-01-2019,46246,48500,41883,18063,2449,157141,762,0,0,0,26,788,973,1125,925,352,42,3417,113,31,78,28,8,257,9,23,43,,,75,19.46,20.2,73.53,0.89,0.04,114,15.1,0.3,0,0,0.8,16.2,0.05,0,0.88,11.39,12.27,77.73,10,2670,92,257,87,142,260,3509,7.42,17.24,3769,16351,8052,1370,206,29748,10185,12930,9100,5175,50,37440,13954,29281,17152,6545,256,67187,154.9,-192.8,111.8,-76.5,2.2,-0.3,150.4,-193,110,-69.7,0.5,-1.8,-4.5,-0.2,-1.8,6.8,-1.7,-1.5,1.3,-6.7,-13.7,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-2019,47014,47939,41791,18123,2408,157275,700,0,0,335,54,1089,983,1125,936,356,43,3442,112,26,77,30,7,253,7,20,42,,,69,16.47,19.9,70.75,0.87,0.04,108,15.3,0.6,0,1,0.5,17.4,0.064,0,1.23,19.64,20.87,69.8,9.33,2714,99,253,86,130,250,3532,7.08,16.69,3240,15191,7252,1370,206,27259,10050,12888,10030,4675,50,37693,13290,28079,17282,6045,256,64951,180.9,-203.1,107.7,-85.7,0.4,0.2,176.5,-207,105.5,-79.5,0.4,-4.1,-4.3,-3.9,-2.2,6.2,-0.1,-4.3,1.4,-6.8,-11.5,,,,,,,,,,,,,,,,,,,,,,,,,
12-01-2019,46465,48136,40903,17390,2414,155308,1559,0,0,109,39,1707,964,1123,922,355,44,3408,111,24,78,28,8,249,11,22,41,,,74,12.53,19.78,67.79,0.86,0.04,101,16.1,0,0,0.3,0.6,17,0.066,0,1.16,16.56,17.72,66.84,15.44,2698,99,249,87,128,250,3511,7.11,16.69,2989,14411,6852,1370,156,25777,9910,14456,10080,4215,50,38711,12899,28867,16932,5585,206,64488,180.1,-185.1,92.4,-88,0.6,0,174.1,-186.3,93,-85.6,0.1,-4.8,-6,-1.2,0.6,2.4,-0.6,-4.8,1.2,-6.9,-12.5,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2019,43280,44986,38452,17079,2347,146144,678,0,0,20,18,716,929,1097,885,341,42,3294,108,20,62,21,7,218,18,44,49,,,112,16.71,20.06,67.79,0.39,0.05,105,12.8,0,0,0.1,0.4,13.2,0.042,0,0.19,5.41,5.59,69.63,24.78,2562,94,218,87,122,289,3371,8.58,17.61,3035,15571,7202,1370,156,27333,9250,15580,9480,4215,50,38575,12285,31151,16682,5585,206,65908,160,-180,104.7,-83.7,0,1.1,152.9,-178.2,105.4,-82.1,-0.7,-2.8,-7.2,1.8,0.7,1.5,-0.8,-4,2.2,-6.9,-14,,,,,,,,,,,,,,,,,,,,,,,,,
14-01-2019,43784,43073,39005,17727,2385,145974,639,0,0,50,24,713,937,1044,899,355,43,3279,111,25,66,23,8,232,21,71,50,,,142,21.91,19.6,71.69,0.76,0.04,114,12.7,0,0,0.2,0.2,13.1,0.043,0,0.12,4.32,4.43,66.44,29.13,2496,87,232,87,119,329,3348,9.81,19.33,2665,15571,7212,1640,156,27244,9655,15890,8900,4425,50,38920,12320,31461,16112,6065,206,66163,165.2,-199.8,115.4,-81.8,1,0,159.2,-202.6,115.3,-73.2,1.2,-0.2,-6,-2.8,-0.1,8.6,0.1,-0.2,2,-7,-13.8,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-2019,47463,45705,35876,17598,2334,148976,595,0,33,0,23,651,976,1073,842,352,42,3285,111,29,60,29,7,236,7,39,41,,,87,22.64,20.1,70.92,0.87,0.04,115,9.9,0,0,0,0.1,10.1,0.042,0,0.25,6.06,6.32,67.04,26.64,2567,80,236,86,122,272,3363,8.09,17.67,2534,15071,5712,1990,156,25463,9715,16228,9680,4125,50,39798,12249,31299,15392,6115,206,65260,182.6,-195.5,93.5,-81.6,0.6,-0.4,177.8,-194.2,86.4,-73.9,-0.3,-4.1,-4.8,1.3,-7.1,7.7,-0.8,-3.8,0.8,-6.7,-14,,,,,,,,,,,,,,,,,,,,,,,,,
16-01-2019,46747,47513,37304,18073,2385,152022,727,258,0,285,30,1300,977,1111,838,359,40,3326,114,29,62,28,7,241,4,15,38,,,57,17.5,21.63,72.8,0.88,0.04,113,13.2,0.4,0,0.9,0.3,14.8,0.048,0,0.1,8.69,8.8,66.22,24.99,2626,88,241,86,123,240,3403,7.04,16.65,3034,15279,7102,1990,121,27526,9715,14638,9680,3915,50,37998,12749,29917,16782,5905,171,65524,183.9,-191.1,93.2,-86,0.2,0.3,182.5,-190.4,87.9,-81,-1.6,-2.6,-1.4,0.7,-5.3,4.9,-1.8,-2.9,0.7,-7.1,-13.7,,,,,,,,,,,,,,,,,,,,,,,,,
17-01-2019,46745,48098,38123,18398,2449,153813,605,0,0,0,22,627,984,1122,861,353,42,3362,112,26,69,30,8,245,15,21,34,,,71,21.88,20.2,72.66,0.91,0.04,116,12.7,0,0,0,0.4,13.1,0.038,0,0.06,8.41,8.47,74.16,17.37,2637,91,245,87,123,258,3441,7.48,17.13,2660,14779,6602,1990,405,26436,10400,15216,9790,4835,50,40291,13060,29995,16392,6825,454,66726,171.9,-179.6,97.6,-90.8,1.1,0,166.7,-184.8,96.8,-84.3,2,-3.7,-5.2,-5.2,-0.8,6.6,1,-3.7,-0.6,-7,-14,,,,,,,,,,,,,,,,,,,,,,,,,
18-01-2019,47296,47672,40171,18715,2404,156258,637,0,0,0,26,663,986,1127,899,359,42,3413,114,24,74,30,7,249,12,24,42,,,78,20.72,21.13,71.08,0.93,0.04,114,15.9,0,0,0,0.3,16.2,0.068,0,2.34,18.02,20.36,72.25,7.4,2679,98,249,87,124,262,3499,7.49,17.09,2660,15017,6602,1990,154,26423,9900,15118,10740,4335,50,40143,12560,30135,17342,6325,204,66565,172.9,-194.7,99.1,-79,1,-0.7,171.1,-199.9,97.3,-73.9,2.3,-3.1,-1.8,-5.2,-1.9,5.1,1.4,-2.4,-0.8,-6.9,-11.7,,,,,,,,,,,,,,,,,,,,,,,,,
19-01-2019,46421,48249,39718,18147,2436,154971,876,0,0,267,29,1172,969,1123,900,364,43,3399,113,25,75,29,7,248,6,22,39,,,67,18.35,21.65,70.26,0.82,0.02,111,14.5,0.3,0,0.8,0.4,16,0.043,0.14,0.43,7.52,8.09,75.79,16.12,2675,101,248,87,117,247,3475,7.11,16.74,2660,15677,6602,1990,155,27083,10810,15608,10680,3915,50,41063,13470,31285,17282,5905,204,68146,165.7,-189.4,102.1,-80,1.5,-0.1,160.8,-192.2,100.6,-76.8,1.7,-5.9,-4.9,-2.8,-1.5,3.2,0.2,-5.8,1,-5.8,-12.8,,,,,,,,,,,,,,,,,,,,,,,,,
20-01-2019,42786,45785,37336,17262,2339,145508,775,0,83,232,42,1132,926,1108,872,350,42,3298,115,19,61,21,7,224,12,20,50,,,82,20.12,20.71,71.67,0.83,0.02,113,18,0,0,0.7,0.3,19,0.033,0,0.14,2.72,2.86,72.01,25.13,2578,96,224,87,117,265,3366,7.88,17.11,897,15227,6602,4165,292,27182,470,15118,10680,4165,50,30483,1367,30345,17282,8330,341,57665,167.2,-178.5,95.9,-84,-0.2,0.5,162.4,-178.3,92.6,-77.1,0.1,-0.3,-4.8,0.2,-3.2,6.9,0.2,-0.7,0.7,-6.8,-14.1,,,,,,,,,,,,,,,,,,,,,,,,,
21-01-2019,39327,47632,40318,17950,2342,147569,720,0,60,204,32,1016,881,1120,907,353,42,3304,115,23,75,24,7,243,16,52,42,,,110,12.8,18.67,76.36,0.9,0.04,109,10.6,0.2,0.3,0.6,0.3,11.9,0.056,0.08,2.19,8.37,10.64,67.27,22.09,2548,88,243,85,115,291,3370,8.62,18.35,3370,15387,6602,2905,207,28470,10810,16436,9330,4165,50,40791,14180,31823,15932,7070,256,69261,158.3,-189.2,103.6,-73.1,0.1,-0.4,155.6,-190.1,103,-73.4,0.8,-4.2,-2.8,-0.9,-0.6,-0.2,0.7,-3.8,0.6,-7.1,-14,,,,,,,,,,,,,,,,,,,,,,,,,
22-01-2019,42720,47808,40841,18556,2431,152356,1205,124,-231,238,24,1360,799,1114,920,374,42,3248,120,27,79,28,7,261,3,33,21,,,57,13.48,20.1,74.59,0.75,0.05,109,11.3,1.5,0,0.7,0.4,13.8,0.062,0.23,1.2,10.45,11.89,64.61,23.51,2539,89,261,83,116,238,3326,7.16,17.5,2870,13946,6602,2245,207,25869,11480,16169,9130,5365,50,42194,14350,30115,15732,7610,256,68063,140.4,-171.8,100,-68,0.2,0.7,119.9,-168.1,101.4,-56.9,0.6,-3.1,-20.5,3.7,1.4,11.1,0.4,-3.9,1.4,-7.1,-14.2,,,,,,,,,,,,,,,,,,,,,,,,,
23-01-2019,44579,47291,41182,18043,2349,153444,548,0,0,0,53,601,880,1118,931,370,42,3341,115,25,80,29,7,257,9,24,20,,,53,13.44,20.81,70.78,0.86,0.05,106,11.4,0,0,0,0.3,11.8,0.048,0,0.09,9.26,9.35,71.64,19,2654,89,257,83,118,230,3430,6.7,16.6,2995,13816,6852,1745,207,25614,11270,15111,8740,4275,50,39446,14265,28927,15592,6020,256,65060,160,-196.5,111.6,-76.4,0.9,-0.4,157,-201.2,111.7,-75.7,2,-6.3,-3,-4.7,0,0.7,1.1,-5.9,0,-6.8,-14.6,,,,,,,,,,,,,,,,,,,,,,,,,
24-01-2019,42956,47073,41818,17738,2397,151982,650,0,0,0,31,681,894,1105,941,356,43,3338,110,26,79,20,8,243,21,59,26,,,106,20.23,19.73,66.73,1.12,0.05,108,10.7,0.1,0,0,0.3,11.1,0.043,0,0.75,7.97,8.73,72.05,19.22,2614,85,243,83,108,283,3416,8.27,17.82,3115,13816,5592,1220,325,24068,11310,16151,8450,4275,50,40236,14425,29967,14042,5495,374,64303,163.4,-200.7,115,-79.4,1.6,-0.1,155.3,-194,116.1,-82.8,2.8,-2.6,-8.1,6.7,1.1,-3.4,1.2,-2.5,-0.2,-6.8,-14.6,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-2019,44143,44607,41392,18118,2399,150659,803,0,0,0,23,826,882,1065,940,362,43,3293,111,21,82,25,8,247,6,63,24,,,94,15.85,18.2,58.15,0.58,0.03,93,11.5,0,0,0,0.3,11.8,0.046,0,0.09,11.3,11.39,74.1,14.51,2564,84,247,82,114,251,3342,7.52,17.37,3510,13266,6252,1420,354,24801,11310,16174,9430,3775,50,40739,14820,29440,15682,5195,403,65540,165.6,-199.5,114.5,-82.7,2.3,0.2,157.8,-209.3,115.1,-77.8,3.7,-10.5,-7.8,-9.7,0.6,4.8,1.4,-10.7,0.6,-6.9,-12.8,,,,,,,,,,,,,,,,,,,,,,,,,
26-01-2019,39341,40755,38501,17337,2313,138247,731,0,0,0,9,740,835,970,883,357,41,3087,112,19,66,25,8,230,11,84,19,,,114,22.51,20,47.22,0.53,0.04,90,12.1,0,0,0,0.1,12.1,0.054,0,0.87,5.83,6.7,64.26,29.04,2380,85,230,84,110,271,3160,8.57,18.5,3150,14826,6912,1920,324,27131,10890,16846,9040,4375,50,41201,14040,31672,15952,6295,373,68332,147,-223.8,138.7,-65.1,3.4,0.1,137.5,-226.5,142.4,-60.3,3.4,-3.5,-9.5,-2.7,3.7,4.8,0.1,-3.6,-0.1,-6.7,-13.7,,,,,,,,,,,,,,,,,,,,,,,,,
26-01-2019,40974,43226,36696,17492,2337,140725,934,0,0,0,18,952,851,995,841,354,41,3081,115,20,64,22,8,229,9,88,26,,,123,23.81,21.72,38.54,0.82,0.04,85,15.1,0,0,0,0.2,15.3,0.065,0.32,1.57,9.51,11.41,58.5,30.09,2378,84,229,85,106,274,3156,8.69,18.63,3150,14906,6912,1920,290,27178,10040,16936,10510,4375,50,41911,13190,31842,17422,6295,340,69088,156.4,-225.4,125,-58.4,2.4,0.1,146,-235.5,128.9,-52.3,2.5,-10.4,-10.4,-10.2,4,6.1,0.1,-10.5,1.3,-7,-15.5,,,,,,,,,,,,,,,,,,,,,,,,,
28-01-2019,43155,46572,40273,18257,2422,150679,1490,0,0,129,38,1657,910,1059,867,368,43,3247,118,23,75,23,7,247,5,82,39,,,126,25.8,23.1,40.89,0.9,0.03,91,14.1,0.2,0,0.4,0.1,14.8,0.057,0,1.02,12.33,13.34,67.62,19.04,2511,86,247,85,111,290,3330,8.72,18.68,3160,14276,7112,1720,290,26558,10040,16294,8620,4375,50,39379,13200,30570,15732,6095,340,65936,161.7,-220.6,119.2,-63.4,2.9,-0.1,155.8,-225,119.9,-56.4,3.7,-2,-5.9,-4.4,0.6,6.9,0.8,-1.9,1.3,-6.7,-15.2,,,,,,,,,,,,,,,,,,,,,,,,,
29-01-2019,45047,46902,40892,18292,2247,153380,1002,200,0,0,164,1366,930,1076,884,370,42,3302,117,26,68,27,7,245,3,57,36,,,96,22.93,23.56,64.11,0.96,0.03,112,14.5,0.2,0,0,0.5,15.3,0.058,0,2.19,11.64,13.83,72.45,13.72,2581,82,245,85,107,283,3383,8.35,18.11,3659,15176,7112,1720,315,27982,10290,17249,8390,4455,50,40434,13949,32425,15502,6175,365,68415,162.9,-212.1,114.7,-67.6,2.2,0.1,158.3,-207.6,109.8,-65.7,3.7,-1.5,-4.6,4.5,-4.9,1.9,1.5,-1.6,1.3,-5.9,-14.6,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-2019,45377,47185,41557,18427,2408,154954,1084,0,0,0,56,1140,949,1086,908,368,42,3354,119,25,66,20,7,238,11,23,46,,,80,18.64,23.4,76.07,1.11,0.04,119,13.3,0.2,0,0,0.9,14.3,0.038,0,0.07,6.81,6.88,77.67,15.45,2644,80,238,86,111,279,3437,8.12,17.53,3660,13616,7322,1720,130,26447,10540,15429,7990,3955,50,37964,14200,29045,15312,5675,179,64411,178.5,-207.6,107.6,-81.6,2.7,-0.3,178.8,-211.9,100.1,-74.8,3.4,-4.3,0.3,-4.3,-7.5,6.8,0.7,-4,0.2,-7.1,-15.3,,,,,,,,,,,,,,,,,,,,,,,,,
31-01-2019,46082,46832,41277,18580,2462,155233,523,0,0,0,27,550,939,1093,910,369,43,3353,119,26,70,18,7,239,17,23,56,,,96,17.51,17.88,75.52,0.93,0.06,112,13.7,0,0,0,0.2,13.9,0.033,0,0.02,3.81,3.83,74.42,21.75,2634,77,239,87,106,282,3425,8.23,17.76,3160,14436,5432,1915,232,25174,10810,16249,8810,3145,50,39064,13970,30685,14242,5060,281,64238,180,-199.5,91.3,-74.4,3.3,0.8,173.6,-204,90.5,-67.1,3,-4,-6.4,-4.5,-0.8,7.3,-0.3,-4.8,-0.3,-7,-15.3,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2019,45228,45976,41279,18198,2405,153086,621,0,0,0,34,655,923,1085,925,369,43,3345,118,27,77,25,7,254,24,69,42,,,134,21.28,22.38,69.78,0.91,0.04,114,12.5,0,0,0,0.3,12.8,0.05,0.08,1.56,9.86,11.5,75.58,12.92,2586,71,254,86,102,321,3419,9.39,19.32,3369,15296,6442,1415,130,26651,10810,16529,9860,3565,50,40814,14179,31825,16302,4980,179,67465,180.4,-226.6,115.3,-72.1,2.1,-0.9,175,-230.5,114.6,-67.9,2.6,-6.2,-5.4,-3.9,-0.7,4.2,0.5,-5.3,-0.8,-6.2,-13.2,,,,,,,,,,,,,,,,,,,,,,,,,
02-02-2019,45034,47033,40549,18148,2457,153221,746,0,0,0,39,785,930,1087,915,366,43,3341,114,27,75,25,6,246,20,82,37,,,139,19.13,20.98,73.36,0.91,0.04,114,13.5,0.7,0,0,0.2,14.5,0.038,0,0,7.43,7.43,78.25,14.32,2567,78,246,84,106,327,3409,9.59,19.28,3314,16031,6252,1420,598,27614,10635,17101,8990,3355,50,40131,13949,33132,15242,4775,648,67745,183.7,-226.2,117.8,-81.4,3.7,-2.4,176.3,-229.6,113.4,-75.9,4.9,-10.9,-7.4,-3.5,-4.4,5.6,1.2,-8.4,-1.2,-5.1,-14.4,,,,,,,,,,,,,,,,,,,,,,,,,
03-02-2019,42261,44989,38621,17186,2404,145461,544,0,0,0,41,585,899,1066,885,355,42,3246,116,24,58,24,5,227,17,73,54,,,143,22.76,19,76.11,0.9,0.04,119,12.8,0.6,0,0,0.3,13.7,0.059,0,3.06,9.27,12.33,71.68,16,2485,78,227,86,104,335,3315,10.12,19.56,3104,15821,6852,1970,328,28074,11245,17161,9930,3865,50,42251,14349,32982,16782,5835,378,70325,176.2,-215.5,117.6,-81.3,3.1,0.1,174.8,-216.2,109.5,-74.5,4.2,-2.1,-1.4,-0.7,-8.1,6.8,1.2,-2.2,-0.6,-6.7,-16,,,,,,,,,,,,,,,,,,,,,,,,,
04-02-2019,43973,47414,41240,17752,2487,152866,470,0,0,0,36,506,913,1100,926,360,43,3341,114,26,72,29,6,247,17,52,78,,,147,22.43,17.91,73.92,0.96,0.05,115,11.9,0,0,0,0.2,12.1,0.032,0,0.02,3.01,3.03,73.7,23.26,2549,81,247,83,102,339,3401,9.98,19.68,3104,16021,6052,1970,353,27499,10200,15539,9880,3565,50,39234,13304,31560,15932,5535,403,66733,185.7,-201.6,95.5,-82.1,2.1,-0.4,175,-203.2,94.2,-71.6,4,-1.7,-10.7,-1.7,-1.3,10.6,1.9,-1.3,0.3,-6.9,-16.3,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-2019,44519,47902,41679,17943,2344,154387,445,0,0,0,102,547,939,1123,949,367,43,3421,111,33,81,21,5,251,6,33,59,,,98,23.47,19.35,70.46,0.94,0.05,114,14.8,0.2,0,0,0.3,15.3,0.039,0,0.12,7.57,7.69,72.97,19.34,2683,82,251,90,101,288,3495,8.24,18,3934,15989,5892,1570,353,27738,9885,15261,9880,3145,50,38221,13819,31250,15772,4715,403,65959,198.6,-222.5,105.6,-85.3,3.3,-0.3,189.2,-223.3,104.8,-75.7,5.6,0.6,-9.4,-0.8,-0.7,9.6,2.3,1,0,-6.9,-16.2,,,,,,,,,,,,,,,,,,,,,,,,,
06-02-2019,42075,47072,42018,18168,2494,151827,475,0,0,0,37,512,918,1117,965,372,43,3415,108,29,82,22,5,247,11,53,43,,,107,22.23,19.86,73.29,0.93,0.04,116,11.4,0,0.3,0,0.2,11.9,0.051,0,0.89,10.23,11.12,69.7,19.18,2673,81,247,88,100,305,3495,8.74,18.32,4424,15839,5892,1220,353,27728,10445,15981,8520,3495,50,38491,14869,31820,14412,4715,403,66219,191.1,-226.3,112.9,-82.4,4.8,0.1,188.5,-233.7,112.4,-80.7,6.5,-7,-2.6,-7.4,-0.5,1.7,1.8,-7,-0.6,-7.1,-16.3,,,,,,,,,,,,,,,,,,,,,,,,,
